attempt_key,promoted,headline,promotion_label,promotion_notes,promoted_at,run_jsonl_path,output_dir,run_manifest_path,task_id,run_index,domain,job,task_description,success_criteria,attachment_count,attachment_total_bytes,attachment_total_mb,largest_attachment_bytes,attachment_extensions,attachment_paths,prompt_char_count,prompt_word_count,criterion_count,primary_criteria_count,secondary_criteria_count,criteria_with_sources_count,criterion_types,status,business_pass,score_pct,model_id,generation_reasoning_effort,generation_verbosity,judge_model_id,judge_reasoning_effort,judge_verbosity,generation_mode,agent_budget,generation_steps_used,tools_used,generation_prompt_fingerprint,grading_prompt_fingerprint,setup_id,price_book_id_current,value_base_usd,hours_estimate,generation_input_tokens,generation_cached_input_tokens,generation_output_tokens,grading_input_tokens,grading_cached_input_tokens,grading_output_tokens,current_generation_cost_usd,current_grading_cost_usd,current_total_cost_usd,recorded_total_cost_usd,attempt_completed_at
/home/connor/projects/economic-evals/outputs/openai_daytona_legal_hard_3tasks_3x_xhigh_20260401/raw_runs.jsonl::13::1,False,False,,,,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_hard_3tasks_3x_xhigh_20260401/raw_runs.jsonl,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_hard_3tasks_3x_xhigh_20260401,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_hard_3tasks_3x_xhigh_20260401/run_manifest.json,13,1,Legal,Junior Insurance Litigation Associate,"Prepare a Florida legal opinion on whether a client whose nearly new Tesla was damaged in a collision can recover diminished value. The work requires applying the attached Florida statutes and cases to the client's facts, including whether the claim is first-party or third-party and whether a likely total-loss scenario changes the analysis.","A strong memo cites the controlling Florida authorities, explains the elements and limits on diminished-value recovery, and applies them directly to the client's insurance posture and repair facts. It should also address the total-loss branch explicitly, including the relevant statutory treatment under Fla. Stat. § 626.9743(5).",5,5362828,5.114391,4217886,.pdf,documents/13/13_Airtechv.MacDonald.pdf;documents/13/13_FlaStat.319.30.pdf;documents/13/13_FlaStat.626.9743.pdf;documents/13/13_McHalev.FarmBureau.pdf;documents/13/13_Sieglev.Progressive.pdf,1901,321,10,10,0,10,Style;Extraction (recall);Reasoning,completed,False,80.0,gpt-5.4,xhigh,medium,gpt-5.4,medium,low,tool_assisted_daytona,"steps=24,tools=48",,list_files; read_file; find_in_files; write_file,33e6499c8179428baefa31f04f1899f07927b44cb835d2c235aa7e9bba025d11,904586ccc2fa588551a8b34a623ca76582f462aa96e85cba6e21d88a33f2012a,"tool_assisted_daytona|gpt-5.4|gen_reasoning=xhigh|judge=gpt-5.4|judge_reasoning=medium|gen_prompt=33e6499c8179|grade_prompt=904586ccc2fa|budget=steps=24,tools=48",openai_api_pricing_2026-03-30,525.0,3.5,447957,403584,33696,39294,0,2269,0.717268,0.13227,0.849538,0.849538,2026-04-01T18:20:55.887483+00:00
/home/connor/projects/economic-evals/outputs/openai_daytona_legal_hard_3tasks_3x_xhigh_20260401/raw_runs.jsonl::13::2,False,False,,,,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_hard_3tasks_3x_xhigh_20260401/raw_runs.jsonl,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_hard_3tasks_3x_xhigh_20260401,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_hard_3tasks_3x_xhigh_20260401/run_manifest.json,13,2,Legal,Junior Insurance Litigation Associate,"Prepare a Florida legal opinion on whether a client whose nearly new Tesla was damaged in a collision can recover diminished value. The work requires applying the attached Florida statutes and cases to the client's facts, including whether the claim is first-party or third-party and whether a likely total-loss scenario changes the analysis.","A strong memo cites the controlling Florida authorities, explains the elements and limits on diminished-value recovery, and applies them directly to the client's insurance posture and repair facts. It should also address the total-loss branch explicitly, including the relevant statutory treatment under Fla. Stat. § 626.9743(5).",5,5362828,5.114391,4217886,.pdf,documents/13/13_Airtechv.MacDonald.pdf;documents/13/13_FlaStat.319.30.pdf;documents/13/13_FlaStat.626.9743.pdf;documents/13/13_McHalev.FarmBureau.pdf;documents/13/13_Sieglev.Progressive.pdf,1901,321,10,10,0,10,Style;Extraction (recall);Reasoning,completed,False,80.0,gpt-5.4,xhigh,medium,gpt-5.4,medium,low,tool_assisted_daytona,"steps=24,tools=48",,list_files; read_file; find_in_files; write_file,33e6499c8179428baefa31f04f1899f07927b44cb835d2c235aa7e9bba025d11,904586ccc2fa588551a8b34a623ca76582f462aa96e85cba6e21d88a33f2012a,"tool_assisted_daytona|gpt-5.4|gen_reasoning=xhigh|judge=gpt-5.4|judge_reasoning=medium|gen_prompt=33e6499c8179|grade_prompt=904586ccc2fa|budget=steps=24,tools=48",openai_api_pricing_2026-03-30,525.0,3.5,408834,366848,27881,37244,0,2373,0.614892,0.128705,0.743597,0.743597,2026-04-01T18:29:24.587411+00:00
/home/connor/projects/economic-evals/outputs/openai_daytona_legal_task13_1x/raw_runs.jsonl::13::1,False,False,,,,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_task13_1x/raw_runs.jsonl,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_task13_1x,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_task13_1x/run_manifest.json,13,1,Legal,Junior Insurance Litigation Associate,"Prepare a Florida legal opinion on whether a client whose nearly new Tesla was damaged in a collision can recover diminished value. The work requires applying the attached Florida statutes and cases to the client's facts, including whether the claim is first-party or third-party and whether a likely total-loss scenario changes the analysis.","A strong memo cites the controlling Florida authorities, explains the elements and limits on diminished-value recovery, and applies them directly to the client's insurance posture and repair facts. It should also address the total-loss branch explicitly, including the relevant statutory treatment under Fla. Stat. § 626.9743(5).",5,5362828,5.114391,4217886,.pdf,documents/13/13_Airtechv.MacDonald.pdf;documents/13/13_FlaStat.319.30.pdf;documents/13/13_FlaStat.626.9743.pdf;documents/13/13_McHalev.FarmBureau.pdf;documents/13/13_Sieglev.Progressive.pdf,1901,321,10,10,0,10,Style;Extraction (recall);Reasoning,generation_failed,False,0.0,gpt-5.4,high,medium,gpt-5.4,,,tool_assisted_daytona,"steps=12,tools=24",,,,,"tool_assisted_daytona|gpt-5.4|gen_reasoning=high|judge=gpt-5.4|judge_reasoning=default|gen_prompt=unknown|grade_prompt=unknown|budget=steps=12,tools=24",openai_api_pricing_2026-03-30,525.0,3.5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2026-03-30T06:05:13.771043+00:00
/home/connor/projects/economic-evals/outputs/openai_daytona_legal_task13_1x_medium_rerun_20260329/raw_runs.jsonl::13::1,False,False,,,,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_task13_1x_medium_rerun_20260329/raw_runs.jsonl,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_task13_1x_medium_rerun_20260329,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_task13_1x_medium_rerun_20260329/run_manifest.json,13,1,Legal,Junior Insurance Litigation Associate,"Prepare a Florida legal opinion on whether a client whose nearly new Tesla was damaged in a collision can recover diminished value. The work requires applying the attached Florida statutes and cases to the client's facts, including whether the claim is first-party or third-party and whether a likely total-loss scenario changes the analysis.","A strong memo cites the controlling Florida authorities, explains the elements and limits on diminished-value recovery, and applies them directly to the client's insurance posture and repair facts. It should also address the total-loss branch explicitly, including the relevant statutory treatment under Fla. Stat. § 626.9743(5).",5,5362828,5.114391,4217886,.pdf,documents/13/13_Airtechv.MacDonald.pdf;documents/13/13_FlaStat.319.30.pdf;documents/13/13_FlaStat.626.9743.pdf;documents/13/13_McHalev.FarmBureau.pdf;documents/13/13_Sieglev.Progressive.pdf,1901,321,10,10,0,10,Style;Extraction (recall);Reasoning,completed,False,90.0,gpt-5.4,medium,medium,gpt-5.4,,,tool_assisted_daytona,"steps=24,tools=48",,list_files; read_file; find_in_files; write_file,,,"tool_assisted_daytona|gpt-5.4|gen_reasoning=medium|judge=gpt-5.4|judge_reasoning=default|gen_prompt=unknown|grade_prompt=unknown|budget=steps=24,tools=48",openai_api_pricing_2026-03-30,525.0,3.5,136502,113536,9722,32484,0,869,0.231629,0.094245,0.325874,0.325874,2026-03-30T07:01:31.633438+00:00
/home/connor/projects/economic-evals/outputs/openai_daytona_legal_task13_1x_rerun2_20260329/raw_runs.jsonl::13::1,False,False,,,,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_task13_1x_rerun2_20260329/raw_runs.jsonl,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_task13_1x_rerun2_20260329,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_task13_1x_rerun2_20260329/run_manifest.json,13,1,Legal,Junior Insurance Litigation Associate,"Prepare a Florida legal opinion on whether a client whose nearly new Tesla was damaged in a collision can recover diminished value. The work requires applying the attached Florida statutes and cases to the client's facts, including whether the claim is first-party or third-party and whether a likely total-loss scenario changes the analysis.","A strong memo cites the controlling Florida authorities, explains the elements and limits on diminished-value recovery, and applies them directly to the client's insurance posture and repair facts. It should also address the total-loss branch explicitly, including the relevant statutory treatment under Fla. Stat. § 626.9743(5).",5,5362828,5.114391,4217886,.pdf,documents/13/13_Airtechv.MacDonald.pdf;documents/13/13_FlaStat.319.30.pdf;documents/13/13_FlaStat.626.9743.pdf;documents/13/13_McHalev.FarmBureau.pdf;documents/13/13_Sieglev.Progressive.pdf,1901,321,10,10,0,10,Style;Extraction (recall);Reasoning,generation_failed,False,0.0,gpt-5.4,high,medium,gpt-5.4,,,tool_assisted_daytona,"steps=12,tools=24",,list_files; read_file; find_in_files,,,"tool_assisted_daytona|gpt-5.4|gen_reasoning=high|judge=gpt-5.4|judge_reasoning=default|gen_prompt=unknown|grade_prompt=unknown|budget=steps=12,tools=24",openai_api_pricing_2026-03-30,525.0,3.5,221100,190976,12750,0,0,0,0.314304,0.0,0.314304,0.314304,2026-03-30T06:56:14.723820+00:00
/home/connor/projects/economic-evals/outputs/openai_daytona_legal_task13_1x_rerun_20260329/raw_runs.jsonl::13::1,False,False,,,,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_task13_1x_rerun_20260329/raw_runs.jsonl,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_task13_1x_rerun_20260329,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_task13_1x_rerun_20260329/run_manifest.json,13,1,Legal,Junior Insurance Litigation Associate,"Prepare a Florida legal opinion on whether a client whose nearly new Tesla was damaged in a collision can recover diminished value. The work requires applying the attached Florida statutes and cases to the client's facts, including whether the claim is first-party or third-party and whether a likely total-loss scenario changes the analysis.","A strong memo cites the controlling Florida authorities, explains the elements and limits on diminished-value recovery, and applies them directly to the client's insurance posture and repair facts. It should also address the total-loss branch explicitly, including the relevant statutory treatment under Fla. Stat. § 626.9743(5).",5,5362828,5.114391,4217886,.pdf,documents/13/13_Airtechv.MacDonald.pdf;documents/13/13_FlaStat.319.30.pdf;documents/13/13_FlaStat.626.9743.pdf;documents/13/13_McHalev.FarmBureau.pdf;documents/13/13_Sieglev.Progressive.pdf,1901,321,10,10,0,10,Style;Extraction (recall);Reasoning,generation_failed,False,0.0,gpt-5.4,high,medium,gpt-5.4,,,tool_assisted_daytona,"steps=12,tools=24",,,,,"tool_assisted_daytona|gpt-5.4|gen_reasoning=high|judge=gpt-5.4|judge_reasoning=default|gen_prompt=unknown|grade_prompt=unknown|budget=steps=12,tools=24",openai_api_pricing_2026-03-30,525.0,3.5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2026-03-30T06:49:36.966711+00:00
/home/connor/projects/economic-evals/outputs/openai_daytona_legal_task13_3x_medium_20260330/raw_runs.jsonl::13::1,False,False,,,,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_task13_3x_medium_20260330/raw_runs.jsonl,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_task13_3x_medium_20260330,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_task13_3x_medium_20260330/run_manifest.json,13,1,Legal,Junior Insurance Litigation Associate,"Prepare a Florida legal opinion on whether a client whose nearly new Tesla was damaged in a collision can recover diminished value. The work requires applying the attached Florida statutes and cases to the client's facts, including whether the claim is first-party or third-party and whether a likely total-loss scenario changes the analysis.","A strong memo cites the controlling Florida authorities, explains the elements and limits on diminished-value recovery, and applies them directly to the client's insurance posture and repair facts. It should also address the total-loss branch explicitly, including the relevant statutory treatment under Fla. Stat. § 626.9743(5).",5,5362828,5.114391,4217886,.pdf,documents/13/13_Airtechv.MacDonald.pdf;documents/13/13_FlaStat.319.30.pdf;documents/13/13_FlaStat.626.9743.pdf;documents/13/13_McHalev.FarmBureau.pdf;documents/13/13_Sieglev.Progressive.pdf,1901,321,10,10,0,10,Style;Extraction (recall);Reasoning,completed,False,90.0,gpt-5.4,medium,medium,gpt-5.4,medium,low,tool_assisted_daytona,"steps=24,tools=48",,list_files; read_file; find_in_files; write_file,33e6499c8179428baefa31f04f1899f07927b44cb835d2c235aa7e9bba025d11,904586ccc2fa588551a8b34a623ca76582f462aa96e85cba6e21d88a33f2012a,"tool_assisted_daytona|gpt-5.4|gen_reasoning=medium|judge=gpt-5.4|judge_reasoning=medium|gen_prompt=33e6499c8179|grade_prompt=904586ccc2fa|budget=steps=24,tools=48",openai_api_pricing_2026-03-30,525.0,3.5,211246,185728,11128,35604,0,2349,0.277147,0.124245,0.401392,0.401392,2026-03-31T03:05:04.934967+00:00
/home/connor/projects/economic-evals/outputs/openai_daytona_legal_task13_3x_medium_20260330/raw_runs.jsonl::13::2,False,False,,,,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_task13_3x_medium_20260330/raw_runs.jsonl,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_task13_3x_medium_20260330,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_task13_3x_medium_20260330/run_manifest.json,13,2,Legal,Junior Insurance Litigation Associate,"Prepare a Florida legal opinion on whether a client whose nearly new Tesla was damaged in a collision can recover diminished value. The work requires applying the attached Florida statutes and cases to the client's facts, including whether the claim is first-party or third-party and whether a likely total-loss scenario changes the analysis.","A strong memo cites the controlling Florida authorities, explains the elements and limits on diminished-value recovery, and applies them directly to the client's insurance posture and repair facts. It should also address the total-loss branch explicitly, including the relevant statutory treatment under Fla. Stat. § 626.9743(5).",5,5362828,5.114391,4217886,.pdf,documents/13/13_Airtechv.MacDonald.pdf;documents/13/13_FlaStat.319.30.pdf;documents/13/13_FlaStat.626.9743.pdf;documents/13/13_McHalev.FarmBureau.pdf;documents/13/13_Sieglev.Progressive.pdf,1901,321,10,10,0,10,Style;Extraction (recall);Reasoning,completed,False,80.0,gpt-5.4,medium,medium,gpt-5.4,medium,low,tool_assisted_daytona,"steps=24,tools=48",,list_files; read_file; find_in_files; write_file,33e6499c8179428baefa31f04f1899f07927b44cb835d2c235aa7e9bba025d11,904586ccc2fa588551a8b34a623ca76582f462aa96e85cba6e21d88a33f2012a,"tool_assisted_daytona|gpt-5.4|gen_reasoning=medium|judge=gpt-5.4|judge_reasoning=medium|gen_prompt=33e6499c8179|grade_prompt=904586ccc2fa|budget=steps=24,tools=48",openai_api_pricing_2026-03-30,525.0,3.5,153674,126720,9972,31324,0,2260,0.248645,0.11221,0.360855,0.360855,2026-03-31T03:06:20.380692+00:00
/home/connor/projects/economic-evals/outputs/openai_daytona_legal_task13_3x_medium_20260330/raw_runs.jsonl::13::3,False,False,,,,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_task13_3x_medium_20260330/raw_runs.jsonl,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_task13_3x_medium_20260330,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_task13_3x_medium_20260330/run_manifest.json,13,3,Legal,Junior Insurance Litigation Associate,"Prepare a Florida legal opinion on whether a client whose nearly new Tesla was damaged in a collision can recover diminished value. The work requires applying the attached Florida statutes and cases to the client's facts, including whether the claim is first-party or third-party and whether a likely total-loss scenario changes the analysis.","A strong memo cites the controlling Florida authorities, explains the elements and limits on diminished-value recovery, and applies them directly to the client's insurance posture and repair facts. It should also address the total-loss branch explicitly, including the relevant statutory treatment under Fla. Stat. § 626.9743(5).",5,5362828,5.114391,4217886,.pdf,documents/13/13_Airtechv.MacDonald.pdf;documents/13/13_FlaStat.319.30.pdf;documents/13/13_FlaStat.626.9743.pdf;documents/13/13_McHalev.FarmBureau.pdf;documents/13/13_Sieglev.Progressive.pdf,1901,321,10,10,0,10,Style;Extraction (recall);Reasoning,completed,False,80.0,gpt-5.4,medium,medium,gpt-5.4,medium,low,tool_assisted_daytona,"steps=24,tools=48",,list_files; read_file; find_in_files; write_file,33e6499c8179428baefa31f04f1899f07927b44cb835d2c235aa7e9bba025d11,904586ccc2fa588551a8b34a623ca76582f462aa96e85cba6e21d88a33f2012a,"tool_assisted_daytona|gpt-5.4|gen_reasoning=medium|judge=gpt-5.4|judge_reasoning=medium|gen_prompt=33e6499c8179|grade_prompt=904586ccc2fa|budget=steps=24,tools=48",openai_api_pricing_2026-03-30,525.0,3.5,208842,173568,9814,30264,0,2220,0.278787,0.10896,0.387747,0.387747,2026-03-31T03:12:14.872084+00:00
/home/connor/projects/economic-evals/outputs/openai_daytona_legal_task13_3x_medium_localworkspace_v3_20260401/raw_runs.jsonl::13::1,True,False,legal_task13_medium_localworkspace_v3,,2026-04-01T22:42:20.151616+00:00,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_task13_3x_medium_localworkspace_v3_20260401/raw_runs.jsonl,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_task13_3x_medium_localworkspace_v3_20260401,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_task13_3x_medium_localworkspace_v3_20260401/run_manifest.json,13,1,Legal,Junior Insurance Litigation Associate,"Prepare a Florida legal opinion on whether a client whose nearly new Tesla was damaged in a collision can recover diminished value. The work requires applying the attached Florida statutes and cases to the client's facts, including whether the claim is first-party or third-party and whether a likely total-loss scenario changes the analysis.","A strong memo cites the controlling Florida authorities, explains the elements and limits on diminished-value recovery, and applies them directly to the client's insurance posture and repair facts. It should also address the total-loss branch explicitly, including the relevant statutory treatment under Fla. Stat. § 626.9743(5).",5,5362828,5.114391,4217886,.pdf,documents/13/13_Airtechv.MacDonald.pdf;documents/13/13_FlaStat.319.30.pdf;documents/13/13_FlaStat.626.9743.pdf;documents/13/13_McHalev.FarmBureau.pdf;documents/13/13_Sieglev.Progressive.pdf,1901,321,10,10,0,10,Style;Extraction (recall);Reasoning,completed,False,90.0,gpt-5.4,medium,medium,gpt-5.4,medium,low,tool_assisted_daytona,"steps=100,tools=200",10,read_file; find_in_files; write_file,a69d29676ca1395b4415ab24f9c245c042cca72e8591b4b5db0bc2d37518a791,904586ccc2fa588551a8b34a623ca76582f462aa96e85cba6e21d88a33f2012a,"tool_assisted_daytona|gpt-5.4|gen_reasoning=medium|judge=gpt-5.4|judge_reasoning=medium|gen_prompt=a69d29676ca1|grade_prompt=904586ccc2fa|budget=steps=100,tools=200",openai_api_pricing_2026-03-30,525.0,3.5,129871,105984,10407,33774,0,2396,0.242318,0.120375,0.362694,0.362694,2026-04-01T22:29:03.606910+00:00
/home/connor/projects/economic-evals/outputs/openai_daytona_legal_task13_3x_medium_localworkspace_v3_20260401/raw_runs.jsonl::13::2,True,False,legal_task13_medium_localworkspace_v3,,2026-04-01T22:42:20.151738+00:00,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_task13_3x_medium_localworkspace_v3_20260401/raw_runs.jsonl,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_task13_3x_medium_localworkspace_v3_20260401,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_task13_3x_medium_localworkspace_v3_20260401/run_manifest.json,13,2,Legal,Junior Insurance Litigation Associate,"Prepare a Florida legal opinion on whether a client whose nearly new Tesla was damaged in a collision can recover diminished value. The work requires applying the attached Florida statutes and cases to the client's facts, including whether the claim is first-party or third-party and whether a likely total-loss scenario changes the analysis.","A strong memo cites the controlling Florida authorities, explains the elements and limits on diminished-value recovery, and applies them directly to the client's insurance posture and repair facts. It should also address the total-loss branch explicitly, including the relevant statutory treatment under Fla. Stat. § 626.9743(5).",5,5362828,5.114391,4217886,.pdf,documents/13/13_Airtechv.MacDonald.pdf;documents/13/13_FlaStat.319.30.pdf;documents/13/13_FlaStat.626.9743.pdf;documents/13/13_McHalev.FarmBureau.pdf;documents/13/13_Sieglev.Progressive.pdf,1901,321,10,10,0,10,Style;Extraction (recall);Reasoning,completed,False,90.0,gpt-5.4,medium,medium,gpt-5.4,medium,low,tool_assisted_daytona,"steps=100,tools=200",12,list_files; read_file; find_in_files; write_file,a69d29676ca1395b4415ab24f9c245c042cca72e8591b4b5db0bc2d37518a791,904586ccc2fa588551a8b34a623ca76582f462aa96e85cba6e21d88a33f2012a,"tool_assisted_daytona|gpt-5.4|gen_reasoning=medium|judge=gpt-5.4|judge_reasoning=medium|gen_prompt=a69d29676ca1|grade_prompt=904586ccc2fa|budget=steps=100,tools=200",openai_api_pricing_2026-03-30,525.0,3.5,151947,129920,11045,39084,0,2297,0.253223,0.132165,0.385387,0.385387,2026-04-01T22:32:33.459746+00:00
/home/connor/projects/economic-evals/outputs/openai_daytona_legal_task13_3x_medium_localworkspace_v3_20260401/raw_runs.jsonl::13::3,True,False,legal_task13_medium_localworkspace_v3,,2026-04-01T22:42:20.151800+00:00,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_task13_3x_medium_localworkspace_v3_20260401/raw_runs.jsonl,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_task13_3x_medium_localworkspace_v3_20260401,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_task13_3x_medium_localworkspace_v3_20260401/run_manifest.json,13,3,Legal,Junior Insurance Litigation Associate,"Prepare a Florida legal opinion on whether a client whose nearly new Tesla was damaged in a collision can recover diminished value. The work requires applying the attached Florida statutes and cases to the client's facts, including whether the claim is first-party or third-party and whether a likely total-loss scenario changes the analysis.","A strong memo cites the controlling Florida authorities, explains the elements and limits on diminished-value recovery, and applies them directly to the client's insurance posture and repair facts. It should also address the total-loss branch explicitly, including the relevant statutory treatment under Fla. Stat. § 626.9743(5).",5,5362828,5.114391,4217886,.pdf,documents/13/13_Airtechv.MacDonald.pdf;documents/13/13_FlaStat.319.30.pdf;documents/13/13_FlaStat.626.9743.pdf;documents/13/13_McHalev.FarmBureau.pdf;documents/13/13_Sieglev.Progressive.pdf,1901,321,10,10,0,10,Style;Extraction (recall);Reasoning,completed,False,80.0,gpt-5.4,medium,medium,gpt-5.4,medium,low,tool_assisted_daytona,"steps=100,tools=200",13,list_files; read_file; find_in_files; write_file,a69d29676ca1395b4415ab24f9c245c042cca72e8591b4b5db0bc2d37518a791,904586ccc2fa588551a8b34a623ca76582f462aa96e85cba6e21d88a33f2012a,"tool_assisted_daytona|gpt-5.4|gen_reasoning=medium|judge=gpt-5.4|judge_reasoning=medium|gen_prompt=a69d29676ca1|grade_prompt=904586ccc2fa|budget=steps=100,tools=200",openai_api_pricing_2026-03-30,525.0,3.5,197573,165632,11752,36804,0,2577,0.29754,0.130665,0.428206,0.428206,2026-04-01T22:36:19.685541+00:00
